"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10"
"408" 7126 19424 15863 8107 4584 1603 4237 14018 4131 16068
"409" 18914 18549 16518 7557 15859 4227 16441 5090 18794 18050
"410" 18769 13189 6994 6161 5048 17360 6582 14156 4846 18823
"411" 20450 16546 19513 21148 5733 8285 15428 18505 15791 18438
"412" 4974 3460 1300 377 20455 21200 16729 18381 17654 17363
"413" 4604 3300 6395 4778 3226 5382 481 3503 18926 1544
"414" 6991 13238 18336 17077 14525 17898 6960 16232 5714 15954
"415" 7850 13743 6181 5041 5586 7756 2903 4224 5900 3403
"416" 17795 4425 5353 19410 15397 17813 17815 2993 18431 5232
"417" 4506 16984 7264 5358 17428 4116 3443 13795 15441 20498
"418" 1577 18983 17723 3233 16305 6122 5728 1079 3987 19445
"419" 20145 20659 21528 9197 16551 2114 2403 14772 5866 19797
"420" 15739 20151 20109 7715 19855 18158 19841 15913 17361 5215
"421" 16549 19313 17038 17300 6421 4226 18882 5774 4705 19880
"422" 16873 19259 16542 18427 5692 16439 16478 17950 3616 4614
"423" 6759 20343 1799 3370 4628 6551 6868 2666 777 2798
"424" 7909 14565 15576 4504 15299 18425 18154 14783 4509 17543
"425" 16295 18544 19289 17924 3948 8374 2519 15934 16755 15195
"426" 20654 16725 15406 19368 20934 6410 19902 17935 3334 3895
"427" 7527 20702 15753 5408 20875 17092 7471 19864 16970 19585
"428" 1644 4672 19372 6078 21754 17854 17511 15307 1904 15332
"429" 17174 16612 6445 9624 6027 4339 1998 4651 5318 16858
"430" 19683 20065 15837 3123 20279 17933 18979 22078 15913 21797
"431" 4597 12692 4595 4832 15286 16824 17689 17652 6092 18059
"432" 21907 787 21762 21970 26 198 884 3572 3552 13241
"433" 17716 14225 6598 19682 19646 18387 15868 3398 17895 20081
"434" 5001 15121 20580 7195 6146 21693 5056 18320 20575 17787
"435" 7285 16242 19688 20112 392 3906 436 2669 17077 19491
"436" 6886 12 1941 20779 1825 316 19596 4 21539 19379
"437" 19329 13671 16218 9066 16293 16760 17813 17140 5783 5187
"438" 16165 17905 5379 6977 14652 17396 16030 16715 17821 19064
"439" 6828 13554 5228 3150 3017 5342 6481 2177 20819 19312
"440" 16024 14258 17373 3512 1991 2657 19255 14990 4730 4781
"441" 17539 19243 6960 8274 1707 621 427 2576 4584 2565
"442" 21222 21644 21115 6638 18577 7840 2649 2458 20759 21858
"443" 6682 18081 17388 3104 2706 5309 1288 1479 17007 20530
"444" 3717 4538 18503 6789 5118 3997 4017 4379 19163 21142
"445" 4558 14341 683 2651 548 72 11047 3569 17297 16746
"446" 16225 14002 6750 9297 3620 5530 4136 16200 3238 3960
"447" 6300 2909 6807 8386 16957 7644 18706 20041 2776 5413
"448" 20990 15136 6894 8500 5651 8626 20576 20899 4491 14453
"449" 18512 20411 21488 6430 17829 4878 17616 15752 16008 3850
"450" 7513 16490 6953 8116 13937 8594 7535 13989 18031 18269
"451" 2405 19276 20287 4884 2452 1687 3619 3303 20672 3357
"452" 6673 19164 5244 7910 5123 2910 4862 4836 383 2896
"453" 18041 13311 19455 8474 5810 5167 5756 17907 5286 4094
"454" 7399 12649 16016 17173 16301 17918 16583 14218 16833 5408
"455" 5469 14933 6292 8199 17860 18401 16439 20078 17513 16036
"456" 7937 13535 18878 19954 11914 6318 11098 13717 14845 12240
"457" 15599 18845 18719 9498 4513 4225 2861 4407 6183 18569
"458" 9055 9862 10905 13577 8785 15764 13310 7991 14905 14039
"459" 3908 2904 3696 1960 2938 4494 5087 15791 5649 3790
"460" 15362 14485 8172 3929 2586 1383 1585 4899 1522 3583
"461" 15761 4941 8066 16542 15632 16903 18103 16332 5718 4016
"462" 3389 18783 6310 1119 17230 18201 15944 17826 3209 21820
"463" 16673 20766 5049 21281 5425 16714 7030 20048 20884 18562
"464" 16332 12439 16221 9209 1846 5118 3624 14127 5767 14762
"465" 15660 12291 17614 19148 15847 18403 17472 2795 21565 17187
"466" 13438 7541 13434 10610 12032 14638 12624 12228 9948 5557
"467" 10008 1578 9577 11258 10635 15921 15039 13497 13209 9072
"468" 7622 15706 16308 19377 5486 19941 18996 16242 5912 19709
"469" 3382 3169 8052 6256 17343 7103 3139 3478 3013 4299
"470" 7871 14413 4105 16383 5344 4087 4686 19572 17677 2552
"471" 18653 16649 15417 9086 16965 17801 16398 18208 16523 17231
"472" 8254 17802 7615 8174 14822 7946 7438 14014 15834 19289
"473" 15893 20072 16603 7590 6399 6739 3892 6162 18074 17725
"474" 18291 14662 15446 9433 16497 8252 15432 16498 17447 21080
"475" 4645 16796 3840 6896 19079 8327 19395 18394 21297 20994
"476" 4942 18812 8208 17886 18522 16424 4495 14363 19350 17654
"477" 7542 4143 18662 8436 6017 16210 7405 3678 5834 2797
"478" 6476 15533 3891 5357 4953 6284 2324 16804 5380 15267
"479" 14487 10901 14367 14562 12620 14925 14204 12490 14420 13565
"480" 13157 5009 13959 15268 21682 21994 21720 21707 14852 14159
"481" 1305 2835 8521 4409 16753 18645 17563 13949 7192 9662
"482" 19898 18301 19240 19573 18434 18909 17912 18054 17703 21410
"483" 21347 18384 21076 21794 6179 20064 21103 21368 3086 3348
"484" 16138 19307 7250 19818 17558 6408 17446 19330 2046 18558
"485" 6621 12904 5642 3318 16486 20523 20688 16231 3607 19359
"486" 6826 18432 15618 8406 4702 5748 4401 6243 15757 18753
"487" 16919 14815 4858 20188 18246 19533 16197 14398 16277 16155
"488" 16350 18057 16504 8374 2993 5842 2441 14179 3812 2624
"489" 19011 17095 16091 5185 18114 6792 3706 15063 15629 15100
"490" 5481 14757 4955 9158 20710 16900 20035 16841 19787 4616
"491" 8500 4780 4045 16364 14605 16655 16008 14733 3887 2579
"492" 16523 20429 7416 6623 4938 8122 5885 20902 5849 17362
"493" 8353 13540 6685 4150 73 258 310 284 18068 18580
"494" 6844 3502 15394 7251 4933 18463 6227 14404 5448 17929
"495" 17985 19704 21028 18077 18141 6570 2426 4589 17820 16427
"496" 18018 17236 19228 19705 18971 17922 7160 15425 16858 14452
"497" 6565 21500 7026 18260 19040 7358 1942 5837 20005 19670
"498" 18391 17161 19456 19832 14808 7751 3589 4036 17010 18837
"499" 19040 15839 16393 5509 5766 3984 790 5642 4315 16071
"500" 19827 20946 21501 6175 20182 3938 3693 13935 19826 21269
"501" 6667 21379 18032 20822 21458 17090 7099 20028 21388 21288
"502" 4592 12877 2154 6403 746 980 2871 1246 4150 1688
"503" 2809 4392 4949 4209 15644 18517 8109 15435 17706 18102
"504" 3969 1878 3935 7291 4970 7473 1909 5654 1643 1836
"505" 18558 17032 20022 9513 16387 5277 1368 13898 5794 3792
"506" 15522 15847 5664 7595 15196 16478 3794 17495 2541 3237
"507" 18866 12424 18870 18945 21738 20275 20310 19627 1083 4947
"508" 15334 14771 6929 8558 5004 7564 6484 17374 2852 2441
"509" 16741 12185 18203 8708 15619 6341 17204 13906 16329 15627
"510" 5150 2308 5557 6707 21512 4716 16279 18918 16613 16974
"511" 19400 12425 19015 8376 2657 2520 15930 16110 6002 3525
"512" 7628 15844 15380 6239 5040 16531 5108 6223 16776 4895
"513" 7897 19149 19650 19966 17150 5773 16280 17697 5455 18028
"514" 15111 7396 1349 12781 11770 13837 13693 4845 6328 5478
"515" 18756 14594 18494 17921 5380 17760 19901 19446 19193 19710
"516" 20732 17959 8513 9380 2423 4678 4142 4030 16674 18787
"517" 2304 17561 3997 1650 17458 16185 3477 18864 2583 4942
"518" 17517 18467 16450 19868 4363 8687 6982 14138 18814 18632
"519" 20118 21219 21750 20613 3258 3381 371 22260 1239 5010
"520" 7629 19503 17694 17883 14559 16891 3387 5905 5827 17801
"521" 17472 21541 18430 16652 21227 18985 17695 20416 4276 19632
"522" 16302 19479 20799 7432 2878 2793 3006 2958 21355 17439
"523" 19561 18636 7565 17575 4070 3502 3924 6315 17128 21883
"524" 16509 19642 18590 8644 15541 5047 2461 17281 4852 18383
"525" 18096 17751 15438 8557 14127 21188 21628 16487 4963 16031
"526" 8612 15281 4181 8639 4902 16133 16024 14197 17063 16561
"527" 16527 13179 15486 8663 16996 18611 18667 20778 18191 17825
"528" 6102 3383 1998 6249 3329 6826 6554 6051 3688 4279
"529" 7293 17894 8118 6341 3110 2911 6444 5996 4812 17234
"530" 19468 15618 19730 8890 6454 7324 7364 15902 16361 18007
"531" 5467 12390 6732 1304 3905 3992 16541 19146 5034 4482
"532" 5502 12260 17124 5202 2511 3364 4303 3585 5029 14979
"533" 16871 20923 20554 19265 6256 7405 3439 16562 17182 15088
"534" 8433 3972 6903 20602 2902 876 2395 15574 19336 345
"535" 7559 18198 1057 8109 2531 2858 2621 17064 16207 18164
"536" 1038 1084 3229 5380 18828 17516 1138 17383 3431 5242
"537" 15967 2821 4985 19359 18654 3653 1659 14395 3640 1179
"538" 8130 4354 17035 20694 10016 6868 242 1303 3485 1116
"539" 6520 20239 8125 6192 18164 16451 7505 14365 19127 16002
"540" 6989 16168 4696 4506 16698 4321 4508 20644 21154 16527
"541" 7618 14653 7709 7881 3305 6937 3914 4328 16849 18424
"542" 7475 20703 20402 9227 14739 5246 2904 14430 17846 19330
"543" 8389 18984 8100 18206 2699 5165 4098 6163 3720 17759
"544" 16390 22178 19294 8331 19638 8130 4440 17771 17215 15870
"545" 19294 19242 18542 22169 18228 18473 4638 21001 184 20226
"546" 1530 17688 6098 2381 20640 7934 18591 20996 4588 5209
"547" 5089 14089 19880 4841 20208 16997 16196 5067 15403 18609
"548" 7545 3396 5318 5422 3174 3236 6527 15139 18161 18312
"549" 15428 19461 19968 9021 14397 5877 2193 3626 5556 18607
"550" 15292 18418 17887 7707 14724 8089 5202 15491 16859 16418
"551" 17759 20032 19208 16477 19663 16809 20838 18911 6064 20828
"552" 3961 4329 19977 21710 19179 18226 15876 5255 5825 5230
"553" 3598 21626 4334 1308 4162 7555 4949 16738 4178 17108
"554" 16906 18690 5496 19345 2669 3796 5185 14920 18569 18301
"555" 1326 16757 5047 16567 2985 7767 1904 14648 224 546
"556" 8116 11884 2929 5193 18012 16473 16004 18138 19879 15001
"557" 16645 14668 16693 6340 21256 21463 7123 19055 151 395
"558" 2647 11054 14141 11446 16566 18492 17412 1425 11474 7491
"559" 19145 15578 18456 6761 21933 21829 19126 17971 21333 21293
"560" 1646 4622 7094 4756 14479 16352 6412 15865 4237 18847
"561" 16450 3779 16358 8811 4585 6045 15525 4051 5559 16454
"562" 16644 16681 8598 3629 2411 2869 278 2245 21669 21105
"563" 6785 1759 1067 4099 16295 16957 8119 15149 5676 3930
"564" 7538 19221 16987 19727 19748 18138 3328 18018 5474 1863
"565" 6132 12789 15336 8169 6331 4941 4093 16668 4592 5283
"566" 3585 21931 15528 19105 21630 16221 16966 15448 5786 19285
"567" 20295 12451 16488 6711 4488 4887 21003 16325 18050 1869
"568" 7056 19146 20377 22033 3668 1038 822 1041 16622 20829
"569" 8428 16618 16213 5188 1546 2267 18498 19727 19063 19792
"570" 16120 4635 3359 7975 5983 5535 5137 15885 1241 1267
"571" 18859 19299 5637 17963 288 19153 300 16656 1441 20804
"572" 12691 7851 11820 13656 11384 13943 14050 12244 11278 11228
"573" 14433 11231 13781 13945 10534 9585 8430 6818 8312 12674
"574" 3526 841 4395 4206 19547 21457 18285 5269 760 3489
"575" 4259 18030 6111 1770 17858 7651 2473 14030 17265 17731
"576" 18813 14530 7784 19707 17151 4867 15468 21199 22032 21882
"577" 7599 1523 5356 9047 4637 8020 5649 4389 3713 3224
"578" 21913 20916 16175 9683 1419 8207 2790 22258 19540 14576
"579" 7996 17523 19698 16939 14683 7867 6835 6135 16663 19015
"580" 19470 20816 16295 17343 6240 7306 3275 15901 3362 3406
"581" 19508 20607 17129 5842 17171 7610 3358 18867 15795 18513
"582" 19673 20359 19047 17914 2457 4686 2573 5914 6070 16332
"583" 17934 20675 20585 19218 19589 8362 18942 3145 21985 22183
"584" 2166 14674 5255 1664 4616 19761 19333 5730 1196 74
"585" 18405 18283 16547 9621 4698 2763 4348 15380 3049 20234
"586" 14324 10528 13631 15520 11149 13567 12784 9253 10597 10232
"587" 4228 398 4115 4730 14930 16533 16166 154 18393 4953
"588" 3157 16238 4926 1506 1966 1182 5030 885 4099 22124
"589" 17570 18028 19833 16885 5596 3562 7976 14062 20859 2398
"590" 12086 8270 12230 13035 10040 12326 11713 10081 10873 9808
"591" 19229 3680 17109 19756 13763 12614 11146 9485 15043 13031
"592" 16704 12697 7262 8326 15024 4594 16939 14352 6141 16042
"593" 7150 18333 15634 7882 16376 4688 15971 15560 16064 15522
"594" 15371 14269 15454 7377 4750 4732 5027 13867 1188 5225
"595" 4854 12572 15145 6601 258 1635 847 1016 3405 18931
"596" 18124 16340 15921 16571 18903 17641 19032 18044 4752 18820
"597" 16018 20434 21539 18330 16099 20967 18007 16350 2252 11122
"598" 8549 14252 7529 6785 19882 18616 17105 3047 15501 15446
"599" 8147 16430 7163 8504 5874 8145 5323 15593 4953 5092
"600" 19754 18159 6201 19538 3139 17981 6022 13940 18076 20522
"601" 15796 14877 4651 12953 2287 8629 16452 3862 20846 18630
"602" 16616 20296 15643 16623 15420 7203 17776 16948 17454 19859
"603" 7779 18380 4716 6174 3514 3058 17192 19253 16900 17322
"604" 3449 14836 4067 9152 6055 20893 16006 18148 2533 4159
"605" 16264 12729 7214 7586 4182 6013 6390 14196 6006 5054
"606" 4124 13034 20282 3857 16273 17565 15833 17633 16084 17286
"607" 18753 19452 16376 8562 5038 2262 2752 3970 17591 20463
"608" 20543 3630 4388 9051 17309 6829 4122 1638 259 484
"609" 13252 333 407 4140 15031 19053 17456 896 21644 19436
"610" 6467 15740 17885 7315 4807 4377 1067 20264 15632 19057
"611" 1498 16962 17805 19773 15262 17410 16428 15050 11022 11403
"612" 16163 20414 7119 6085 15687 17966 21547 17967 17741 14493
"613" 1174 2807 3380 1805 6079 21320 22116 20565 3147 14424
"614" 16784 16769 3157 4229 1876 970 19776 3751 17885 20555
"615" 1854 1463 1213 7029 774 784 7730 4713 17897 20287
"616" 5594 22035 17666 6057 19143 16313 4999 2000 17338 22168
"617" 21156 12946 4956 4384 5674 19646 16476 16039 2723 4899
"618" 7743 3082 8372 9418 4934 5741 5350 5188 4611 18804
"619" 19338 22006 21774 8163 21174 17796 16176 20121 19013 21553
"620" 8270 15909 7548 7805 14323 6552 6034 5790 6166 14534
"621" 6619 4871 7467 6248 1185 3585 2632 2601 1805 2315
"622" 17577 16312 17673 18288 15691 8398 15415 5639 15269 5015
"623" 5617 4236 6096 3546 14010 5035 912 1126 4410 1533
"624" 6930 17964 15341 6517 14102 5596 2780 15353 17675 17930
"625" 19195 17850 17689 2960 17626 6661 4817 14308 17717 19457
"626" 5281 12140 7117 5044 3800 4957 2980 5247 16092 19566
"627" 5029 16101 19676 6722 21655 3999 7781 18126 15606 3475
"628" 8418 16053 17834 16891 4208 8361 3103 14879 17060 15173
"629" 17939 4631 6600 18758 16688 19280 21609 16220 16325 20982
"630" 7043 16111 5856 4346 3645 3172 16684 18276 16334 18228
"631" 6469 17308 7371 6205 15396 6970 16350 17938 16867 20041
"632" 5091 14277 5008 6917 16572 8567 18258 16575 15755 4949
"633" 18114 15465 6587 5832 2671 3337 991 17846 15681 4407
"634" 17288 17012 15222 6008 1648 4627 1386 14416 19996 17248
"635" 14319 9792 14589 15978 12931 15398 13163 12981 8450 8111
"636" 19105 18472 17333 5896 19093 6614 19907 16452 20289 19840
"637" 17095 20584 19269 18793 20110 18195 20805 19783 6198 20028
"638" 22143 21266 19324 20656 5450 18151 4167 6098 3089 20898
"639" 8543 18952 17209 7325 16973 17994 15530 20602 18862 18357
"640" 15641 16957 15835 7874 15415 8364 16895 16499 5224 18041
"641" 8453 13139 5726 8115 2651 4361 3883 14445 6065 17313
"642" 19708 12862 4627 7068 15745 8338 16774 17600 18918 16654
"643" 16583 16708 15563 7303 5805 7046 15562 16631 3710 5287
"644" 13674 9756 14523 14790 9828 13057 12137 11153 1915 13224
"645" 8682 6217 13047 9850 6928 8939 8482 6526 13144 9141
"646" 17701 17573 6167 9194 13978 3647 18176 18011 5938 14568
"647" 17502 14656 15524 6074 16978 16081 4584 17526 18859 16919
"648" 8526 17987 15859 18703 17263 7571 7709 15677 5397 19899
"649" 18661 18330 17589 9629 19847 18613 5875 5612 21794 19258
"650" 8111 1442 15199 17532 21383 4986 18604 1134 15801 1947
"651" 16939 15251 8573 6217 21498 8322 21664 17160 21130 16486
"652" 4622 3007 16145 3267 298 507 2353 598 8673 8116
"653" 17195 17882 7455 21340 16068 3838 16973 5381 5009 14341
"654" 16904 4892 18246 19970 4239 19778 20356 20194 20793 19419
"655" 19008 15017 18574 7399 14347 3162 5758 13817 18956 17244
"656" 6399 17858 6902 3964 16541 8330 6925 5484 17303 18677
"657" 15777 20102 17900 19671 19651 18560 19846 17410 3963 2472
"658" 5667 4808 17467 19291 19369 4614 17715 17604 3978 20591
"659" 7095 20704 17806 5713 4278 4712 4289 14997 5679 17601
"660" 5452 22168 8189 9123 19458 16386 3959 17117 5792 17791
"661" 6113 20669 18961 7955 20757 21737 2092 17252 17225 21666
"662" 16339 18747 19588 18162 16026 5793 6817 16806 15885 19094
"663" 17984 13227 15476 8402 14379 7845 5868 15623 5107 15858
"664" 18248 16630 18326 18649 16552 18953 18052 18073 17689 3270
"665" 3754 2027 16564 18025 10208 11084 7764 7614 8663 5944
"666" 8188 20337 5468 6006 19075 3249 1753 13991 6169 19762
"667" 5511 21558 20184 18008 20225 19132 5008 14682 540 591
"668" 7745 14728 6524 2781 67 3107 62 20311 180 22225
"669" 3219 8818 7427 971 21034 21581 21070 21046 20122 19343
"670" 16206 20196 20133 18553 5492 544 256 1036 15771 3354
"671" 15909 15413 21552 19155 20918 7619 18808 17139 1583 15169
"672" 6215 19217 19363 8586 15423 7455 18843 4241 3377 2676
"673" 5036 3367 6616 6957 5203 2816 5865 17218 5323 4312
"674" 3815 18565 7364 451 16882 1167 19825 18042 2388 22196
"675" 20302 16668 19773 20637 10346 773 1579 1308 19897 21955
"676" 19255 22042 1182 1312 22221 21553 5562 14029 820 61
"677" 6863 1066 18619 19114 15296 20766 19928 19711 18439 18996
"678" 16707 12647 21950 21342 14282 900 5203 899 18761 17715
"679" 20015 22275 22256 21563 15381 305 4085 280 19799 16060
"680" 19199 20697 20651 20092 4503 17687 1901 5333 1370 16265
"681" 19974 22160 20211 3750 3176 1091 773 3542 5090 14778
"682" 7189 12095 6563 9084 3661 2940 4340 3817 3366 3651
"683" 4294 14026 16637 4867 16732 19782 6834 21056 2736 5260
"684" 16913 3306 5151 8808 433 5393 962 3692 437 5308
"685" 7129 16791 18357 18136 18751 17218 18693 17777 6033 16908
"686" 12966 9639 9931 11208 7549 10509 8464 3792 21891 18884
"687" 8025 17316 19762 21466 14085 21101 20414 17276 12340 8744
"688" 21082 18641 15149 3741 17615 4620 15773 16462 18743 19033
"689" 1313 12890 2269 2595 16856 20926 21078 18670 4646 19011
"690" 10451 7539 9965 11694 10288 12720 11234 9016 11590 9339
"691" 8926 8611 11589 13004 8510 15085 14366 11504 9692 5929
"692" 4489 14821 8128 7066 5719 7072 7038 2222 4417 16636
"693" 8321 16346 15915 5518 18498 20778 20327 19723 17206 19749
"694" 2443 12121 18990 18035 17267 4373 4009 5335 19484 3924
"695" 3099 15538 5218 7562 4832 16222 17464 20233 20497 18091
"696" 15368 15083 4009 8716 4010 7656 6498 17939 15502 4514
"697" 3253 2208 1642 3306 2738 20073 18037 17643 21042 20517
"698" 19691 21102 5022 8876 14896 17348 19527 19476 2465 2727
"699" 19987 4965 19411 8513 13347 15451 8827 6139 2575 2305
"700" 4607 13134 5240 1646 17649 6247 16971 16030 3618 14627
"701" 21379 15631 16794 17673 3211 5185 6951 17927 19815 20752
"702" 8257 16087 15675 16971 16666 18193 6592 17223 4101 15140
"703" 17399 17027 7253 8895 5432 6991 7635 14914 4076 14790
"704" 19692 20009 19274 18076 19010 20476 16812 15412 18082 19186
"705" 19180 22211 19964 5229 19151 7188 2067 5681 6079 15850
"706" 20078 12570 15504 18777 5712 7702 6615 14478 16330 14755
"707" 16914 17916 17519 8484 14973 7972 5651 20133 4185 16754
"708" 16733 17174 6000 3457 5603 5977 2794 16728 3819 17735
"709" 22204 22173 22074 19466 2020 329 630 3969 16462 20619
"710" 17096 3811 3965 19341 18310 19822 19560 16643 3499 3296
"711" 16924 19064 18989 20068 21476 20862 21647 20206 16718 17686
"712" 6658 2582 6263 7282 15317 7704 3634 15152 21335 20739
"713" 633 13089 3541 2020 15231 16650 7128 2119 2049 4896
"714" 4800 2598 3752 17708 4892 4733 6322 16355 2212 4369
"715" 5420 2140 4823 21222 18493 19944 16213 21619 11837 8656
"716" 21084 17366 8580 16615 14112 21445 21648 6209 2879 16988
"717" 16422 22201 5569 21426 4292 17512 358 5260 1066 3281
"718" 21381 3562 4288 1510 19221 7446 5761 5632 2904 4203
"719" 22169 21733 20837 8945 272 300 191 5015 1112 3094
"720" 8454 16217 16146 16754 16140 16113 7428 15587 3540 16029
"721" 7882 18677 17330 9017 17234 8395 3735 6084 17341 15144
"722" 8123 18377 17406 9584 18473 18820 17586 17458 4135 2646
"723" 16411 13476 7228 8748 13998 8355 7796 17199 1863 15248
"724" 18287 17502 7927 7546 14980 4435 8008 13990 3351 17332
"725" 2956 21916 7627 7442 18616 6481 18011 15581 1796 16359
